entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
11,17,Bumper Cars,Flying Coaster,Spinning Coaster
14,18,Bungee Jump,Spinning Coaster,Flying Coaster
14,18,Merry Go Round,Rapids Ride,Spinning Coaster
12,16,Go-Karts,Inverted Coaster,Bungee Jump
13,17,Merry Go Round,Giant Wheel,Flying Coaster
10,14,Flying Coaster,Merry Go Round,Merry Go Round
12,16,Superman Ride,Spinning Coaster,Superman Ride
10,16,Free Fall,Bungee Jump,Haunted House
13,18,Merry Go Round,Flying Coaster,Spiral Slide
10,15,Flying Coaster,Flying Coaster,Bungee Jump
12,16,Bungee Jump,Merry Go Round,Flying Coaster
13,18,Bungee Jump,Zipline,Roller Coaster
13,17,Flying Coaster,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Superman Ride,Himalaya Ride
14,18,Spinning Coaster,Flying Coaster,Giant Wheel
12,18,Oz Theatre,Go-Karts,Haunted House
11,15,Go-Karts,Inverted Coaster,Merry Go Round
11,15,Merry Go Round,Spiral Slide,Bumper Cars
10,16,Himalaya Ride,Flying Coaster,Superman Ride
11,17,Merry Go Round,Crazy Dance,Roller Coaster
13,18,Bungee Jump,Bungee Jump,Drop Tower
12,17,Oz Theatre,Kiddie Coaster,Bumper Cars
12,16,Bumper Cars,Go-Karts,Merry Go Round
11,18,Go-Karts,Giant Wheel,Flying Coaster
14,18,Go-Karts,Giant Wheel,Bungee Jump
10,15,Flying Coaster,Flying Coaster,Flying Coaster
10,14,Giant Wheel,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Spinning Coaster,Swing Ride
10,14,Rapids Ride,Spinning Coaster,Superman Ride
12,18,Flying Coaster,Superman Ride,Spinning Coaster
12,17,Flying Coaster,Flying Coaster,Go-Karts
13,17,Flying Coaster,Circus Train,Giga Coaster
12,16,Flying Coaster,Rapids Ride,Merry Go Round
14,18,Bungee Jump,Superman Ride,Crazy Dance
14,18,Go-Karts,Merry Go Round,Spinning Coaster
10,14,Himalaya Ride,Spiral Slide,Go-Karts
10,18,Merry Go Round,Kiddie Coaster,Spinning Coaster
11,18,Flying Coaster,Spiral Slide,Flying Coaster
12,17,Spinning Coaster,Flying Coaster,Water Ride
12,18,Drop Tower,Circus Train,Superman Ride
11,17,Flying Coaster,Merry Go Round,Crazy Dance
13,18,Circus Train,Merry Go Round,Go-Karts
10,17,Flying Coaster,Bumper Cars,Flying Coaster
10,16,Drop Tower,Flying Coaster,Inverted Coaster
12,16,Superman Ride,Spinning Coaster,Flying Coaster
14,18,Giga Coaster,Haunted House,Flying Coaster
13,18,Merry Go Round,Bumper Cars,Flying Coaster
12,17,Kiddie Coaster,Circus Train,Bumper Cars
13,17,Free Fall,Rapids Ride,Bungee Jump
13,17,Flying Coaster,Spinning Coaster,Go-Karts
10,16,Circus Train,Flying Coaster,Merry Go Round
13,17,Flying Coaster,Inverted Coaster,Circus Train
10,16,Flying Coaster,Water Ride,Merry Go Round
14,18,Circus Train,Flying Coaster,Flying Coaster
11,17,Flying Coaster,Haunted House,Kiddie Coaster
14,18,Spiral Slide,Flying Coaster,Bungee Jump
14,18,Spinning Coaster,Merry Go Round,Flying Coaster
10,16,Kiddie Coaster,Giant Wheel,Flying Coaster
11,15,Flying Coaster,Merry Go Round,Spiral Slide
11,16,Superman Ride,Merry Go Round,Oz Theatre
13,17,Kiddie Coaster,Oz Theatre,Giant Wheel
13,18,Merry Go Round,Spinning Coaster,Himalaya Ride
10,18,Go-Karts,Giant Wheel,Circus Train
13,17,Go-Karts,Bungee Jump,Kiddie Coaster
14,18,Go-Karts,Flying Coaster,Flying Coaster
14,18,Bumper Cars,Flying Coaster,Rapids Ride
13,18,Superman Ride,Haunted House,Merry Go Round
11,16,Roller Coaster,Merry Go Round,Giant Wheel
14,18,Giant Wheel,Spinning Coaster,Bungee Jump
10,14,Flying Coaster,Go-Karts,Merry Go Round
14,18,Oz Theatre,Swing Ride,Circus Train
11,15,Merry Go Round,Flying Coaster,Free Fall
14,18,Go-Karts,Flying Coaster,Giant Wheel
12,16,Kiddie Coaster,Inverted Coaster,Dizzy Dropper
10,15,Zipline,Superman Ride,Merry Go Round
10,17,Flying Coaster,Water Ride,Flying Coaster
14,18,Go-Karts,Flying Coaster,Spinning Coaster
11,18,Free Fall,Go-Karts,Merry Go Round
12,17,Flying Coaster,Merry Go Round,Spinning Coaster
14,18,Flying Coaster,Flying Coaster,Giga Coaster
12,16,Drop Tower,Spinning Coaster,Kiddie Coaster
14,18,Spinning Coaster,Flying Coaster,Spinning Coaster
14,18,Kiddie Coaster,Spinning Coaster,Superman Ride
12,16,Circus Train,Flying Coaster,Inverted Coaster
14,18,Spinning Coaster,Bungee Jump,Circus Train
14,18,Water Ride,Go-Karts,Merry Go Round
12,18,Giant Wheel,Kiddie Coaster,Dizzy Dropper
11,18,Flying Coaster,Inverted Coaster,Giant Wheel
14,18,Go-Karts,Free Fall,Flying Coaster
10,18,Kiddie Coaster,Kiddie Coaster,Merry Go Round
13,18,Spinning Coaster,Oz Theatre,Zipline
11,18,Flying Coaster,Spinning Coaster,Merry Go Round
12,16,Flying Coaster,Flying Coaster,Flying Coaster
10,16,Flying Coaster,Kiddie Coaster,Flying Coaster
11,15,Merry Go Round,Merry Go Round,Rapids Ride
11,17,Go-Karts,Kiddie Coaster,Flying Coaster
10,14,Flying Coaster,Merry Go Round,Go-Karts
10,17,Spiral Slide,Merry Go Round,Spinning Coaster
14,18,Flying Coaster,Merry Go Round,Inverted Coaster
13,18,Flying Coaster,Spinning Coaster,Zipline
13,17,Merry Go Round,Merry Go Round,Bumper Cars
13,18,Haunted House,Himalaya Ride,Inverted Coaster
13,17,Flying Coaster,Bungee Jump,Bungee Jump
13,17,Merry Go Round,Flying Coaster,Bungee Jump
14,18,Merry Go Round,Giant Wheel,Kiddie Coaster
14,18,Inverted Coaster,Flying Coaster,Circus Train
14,18,Merry Go Round,Spinning Coaster,Merry Go Round
10,15,Flying Coaster,Flying Coaster,Spinning Coaster
11,17,Giant Wheel,Himalaya Ride,Crazy Dance
10,16,Inverted Coaster,Rapids Ride,Flying Coaster
12,18,Crazy Dance,Flying Coaster,Haunted House
12,18,Drop Tower,Merry Go Round,Go-Karts
13,18,Bungee Jump,Haunted House,Merry Go Round
12,17,Spinning Coaster,Spinning Coaster,Bungee Jump
11,16,Merry Go Round,Flying Coaster,Flying Coaster
13,17,Spinning Coaster,Go-Karts,Drop Tower
10,15,Dizzy Dropper,Merry Go Round,Flying Coaster
14,18,Go-Karts,Giant Wheel,Kiddie Coaster
12,17,Spinning Coaster,Swing Ride,Flying Coaster
13,18,Circus Train,Rapids Ride,Inverted Coaster
10,15,Go-Karts,Flying Coaster,Kiddie Coaster
12,18,Spinning Coaster,Flying Coaster,Merry Go Round
11,18,Flying Coaster,Superman Ride,Giant Wheel
11,16,Giant Wheel,Giant Wheel,Superman Ride
10,14,Flying Coaster,Go-Karts,Spinning Coaster
11,16,Rapids Ride,Himalaya Ride,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Flying Coaster
11,17,Haunted House,Drop Tower,Flying Coaster
11,15,Merry Go Round,Spinning Coaster,Oz Theatre
13,18,Flying Coaster,Merry Go Round,Superman Ride
10,15,Flying Coaster,Flying Coaster,Go-Karts
13,18,Flying Coaster,Free Fall,Merry Go Round
14,18,Giant Wheel,Giant Wheel,Inverted Coaster
12,16,Crazy Dance,Rapids Ride,Giant Wheel
11,18,Flying Coaster,Merry Go Round,Go-Karts
11,17,Flying Coaster,Go-Karts,Flying Coaster
13,17,Merry Go Round,Flying Coaster,Merry Go Round
13,18,Merry Go Round,Kiddie Coaster,Haunted House
14,18,Merry Go Round,Flying Coaster,Giant Wheel
11,16,Bungee Jump,Flying Coaster,Flying Coaster
14,18,Zipline,Flying Coaster,Water Ride
12,18,Bungee Jump,Merry Go Round,Circus Train
10,15,Flying Coaster,Flying Coaster,Flying Coaster
13,18,Bumper Cars,Merry Go Round,Bumper Cars
12,17,Merry Go Round,Circus Train,Kiddie Coaster
13,17,Flying Coaster,Flying Coaster,Flying Coaster
10,14,Spinning Coaster,Flying Coaster,Flying Coaster
12,18,Flying Coaster,Bumper Cars,Bungee Jump
12,17,Inverted Coaster,Crazy Dance,Flying Coaster
12,17,Flying Coaster,Giga Coaster,Spinning Coaster
11,18,Circus Train,Bungee Jump,Drop Tower
12,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Rapids Ride,Giant Wheel,Water Ride
11,15,Flying Coaster,Merry Go Round,Circus Train
13,17,Flying Coaster,Spinning Coaster,Merry Go Round
12,17,Go-Karts,Flying Coaster,Kiddie Coaster
11,15,Flying Coaster,Flying Coaster,Giant Wheel
10,15,Flying Coaster,Spiral Slide,Merry Go Round
14,18,Flying Coaster,Circus Train,Flying Coaster
13,18,Flying Coaster,Rapids Ride,Merry Go Round
11,17,Go-Karts,Merry Go Round,Flying Coaster
14,18,Free Fall,Flying Coaster,Merry Go Round
11,16,Merry Go Round,Spiral Slide,Kiddie Coaster
11,16,Flying Coaster,Flying Coaster,Spinning Coaster
14,18,Flying Coaster,Merry Go Round,Roller Coaster
14,18,Circus Train,Merry Go Round,Merry Go Round
13,17,Drop Tower,Merry Go Round,Himalaya Ride
10,16,Flying Coaster,Rapids Ride,Kiddie Coaster
11,18,Giga Coaster,Spinning Coaster,Go-Karts
13,17,Flying Coaster,Drop Tower,Inverted Coaster
14,18,Giant Wheel,Go-Karts,Giant Wheel
12,17,Bumper Cars,Flying Coaster,Free Fall
13,18,Kiddie Coaster,Flying Coaster,Flying Coaster
14,18,Bungee Jump,Giant Wheel,Merry Go Round
10,15,Flying Coaster,Inverted Coaster,Rapids Ride
10,16,Spinning Coaster,Crazy Dance,Superman Ride
10,16,Haunted House,Flying Coaster,Flying Coaster
11,16,Giant Wheel,Flying Coaster,Swing Ride
11,17,Flying Coaster,Spinning Coaster,Bumper Cars
11,16,Merry Go Round,Go-Karts,Superman Ride
12,18,Go-Karts,Merry Go Round,Go-Karts
14,18,Oz Theatre,Haunted House,Spinning Coaster
14,18,Merry Go Round,Merry Go Round,Kiddie Coaster
14,18,Go-Karts,Free Fall,Flying Coaster
11,18,Flying Coaster,Circus Train,Merry Go Round
12,16,Bumper Cars,Flying Coaster,Kiddie Coaster
10,17,Rapids Ride,Merry Go Round,Flying Coaster
14,18,Go-Karts,Circus Train,Inverted Coaster
10,15,Flying Coaster,Merry Go Round,Giant Wheel
10,18,Spiral Slide,Merry Go Round,Flying Coaster
11,18,Bungee Jump,Rapids Ride,Flying Coaster
12,18,Spiral Slide,Rapids Ride,Merry Go Round
10,15,Rapids Ride,Go-Karts,Circus Train
12,17,Rapids Ride,Merry Go Round,Merry Go Round
10,15,Circus Train,Go-Karts,Zipline
11,16,Haunted House,Merry Go Round,Merry Go Round
13,18,Flying Coaster,Inverted Coaster,Zipline
14,18,Flying Coaster,Spinning Coaster,Go-Karts
10,16,Merry Go Round,Superman Ride,Flying Coaster
11,17,Giant Wheel,Spiral Slide,Bumper Cars
14,18,Superman Ride,Flying Coaster,Rapids Ride
10,17,Rapids Ride,Kiddie Coaster,Giga Coaster
14,18,Bumper Cars,Merry Go Round,Flying Coaster
12,17,Flying Coaster,Flying Coaster,Dizzy Dropper
12,18,Flying Coaster,Giant Wheel,Go-Karts
14,18,Flying Coaster,Merry Go Round,Flying Coaster
10,14,Flying Coaster,Himalaya Ride,Spinning Coaster
10,14,Circus Train,Spinning Coaster,Oz Theatre
12,17,Swing Ride,Drop Tower,Flying Coaster
12,16,Swing Ride,Roller Coaster,Crazy Dance
11,17,Flying Coaster,Rapids Ride,Go-Karts
13,18,Merry Go Round,Flying Coaster,Flying Coaster
13,18,Flying Coaster,Free Fall,Giant Wheel
12,16,Crazy Dance,Rapids Ride,Bumper Cars
14,18,Flying Coaster,Roller Coaster,Flying Coaster
11,17,Merry Go Round,Bungee Jump,Merry Go Round
13,18,Roller Coaster,Superman Ride,Free Fall
13,17,Giant Wheel,Dizzy Dropper,Flying Coaster
12,17,Go-Karts,Go-Karts,Swing Ride
12,18,Flying Coaster,Crazy Dance,Flying Coaster
11,15,Dizzy Dropper,Flying Coaster,Spinning Coaster
10,15,Crazy Dance,Flying Coaster,Merry Go Round
11,17,Flying Coaster,Dizzy Dropper,Zipline
12,17,Haunted House,Flying Coaster,Spinning Coaster
12,18,Kiddie Coaster,Merry Go Round,Flying Coaster
13,18,Flying Coaster,Giant Wheel,Flying Coaster
13,18,Merry Go Round,Flying Coaster,Kiddie Coaster
10,17,Water Ride,Roller Coaster,Rapids Ride
10,18,Merry Go Round,Inverted Coaster,Flying Coaster
10,15,Spinning Coaster,Flying Coaster,Merry Go Round
12,17,Flying Coaster,Go-Karts,Flying Coaster
14,18,Merry Go Round,Haunted House,Flying Coaster
13,18,Flying Coaster,Water Ride,Haunted House
13,18,Go-Karts,Roller Coaster,Flying Coaster
12,17,Giant Wheel,Flying Coaster,Flying Coaster
11,17,Flying Coaster,Flying Coaster,Water Ride
11,17,Go-Karts,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Merry Go Round,Giant Wheel
13,18,Circus Train,Flying Coaster,Zipline
14,18,Spinning Coaster,Go-Karts,Giant Wheel
10,15,Bumper Cars,Bungee Jump,Dizzy Dropper
12,16,Roller Coaster,Kiddie Coaster,Himalaya Ride
11,16,Flying Coaster,Spinning Coaster,Bungee Jump
12,16,Circus Train,Superman Ride,Flying Coaster
13,17,Go-Karts,Haunted House,Giant Wheel
13,18,Go-Karts,Giant Wheel,Flying Coaster
14,18,Inverted Coaster,Bungee Jump,Giant Wheel
11,17,Merry Go Round,Flying Coaster,Giant Wheel
11,18,Flying Coaster,Superman Ride,Circus Train
14,18,Merry Go Round,Flying Coaster,Flying Coaster
10,18,Swing Ride,Flying Coaster,Go-Karts
12,18,Flying Coaster,Merry Go Round,Go-Karts
12,18,Flying Coaster,Haunted House,Bumper Cars
13,17,Circus Train,Circus Train,Go-Karts
14,18,Oz Theatre,Bumper Cars,Spinning Coaster
14,18,Haunted House,Superman Ride,Giant Wheel
14,18,Merry Go Round,Rapids Ride,Go-Karts
14,18,Flying Coaster,Merry Go Round,Bungee Jump
12,18,Bungee Jump,Kiddie Coaster,Flying Coaster
12,17,Flying Coaster,Rapids Ride,Go-Karts
14,18,Flying Coaster,Flying Coaster,Flying Coaster
10,15,Himalaya Ride,Merry Go Round,Bungee Jump
14,18,Merry Go Round,Free Fall,Go-Karts
14,18,Flying Coaster,Giga Coaster,Giga Coaster
10,17,Flying Coaster,Flying Coaster,Water Ride
14,18,Go-Karts,Giga Coaster,Flying Coaster
13,18,Spinning Coaster,Dizzy Dropper,Flying Coaster
14,18,Kiddie Coaster,Spinning Coaster,Dizzy Dropper
14,18,Flying Coaster,Free Fall,Go-Karts
12,16,Spinning Coaster,Bumper Cars,Merry Go Round
10,17,Rapids Ride,Superman Ride,Flying Coaster
10,17,Circus Train,Kiddie Coaster,Flying Coaster
14,18,Spinning Coaster,Spinning Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Flying Coaster
10,18,Haunted House,Spinning Coaster,Circus Train
12,17,Water Ride,Roller Coaster,Inverted Coaster
13,17,Superman Ride,Merry Go Round,Go-Karts
14,18,Superman Ride,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Go-Karts
12,18,Bumper Cars,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Rapids Ride,Flying Coaster
13,18,Spinning Coaster,Go-Karts,Flying Coaster
12,17,Merry Go Round,Merry Go Round,Flying Coaster
13,17,Flying Coaster,Flying Coaster,Go-Karts
14,18,Spinning Coaster,Spinning Coaster,Merry Go Round
13,17,Go-Karts,Flying Coaster,Flying Coaster
10,17,Kiddie Coaster,Flying Coaster,Bumper Cars
13,17,Go-Karts,Flying Coaster,Go-Karts
14,18,Inverted Coaster,Flying Coaster,Himalaya Ride
11,18,Kiddie Coaster,Flying Coaster,Go-Karts
10,14,Go-Karts,Flying Coaster,Drop Tower
14,18,Superman Ride,Go-Karts,Go-Karts
10,17,Superman Ride,Merry Go Round,Giga Coaster
13,18,Kiddie Coaster,Water Ride,Merry Go Round
11,17,Flying Coaster,Flying Coaster,Inverted Coaster
14,18,Haunted House,Bumper Cars,Go-Karts
12,18,Flying Coaster,Circus Train,Spinning Coaster
12,17,Flying Coaster,Flying Coaster,Swing Ride
12,16,Go-Karts,Merry Go Round,Free Fall
12,17,Bungee Jump,Merry Go Round,Bungee Jump
13,17,Spinning Coaster,Circus Train,Oz Theatre
13,17,Flying Coaster,Rapids Ride,Water Ride
13,17,Haunted House,Swing Ride,Go-Karts
10,18,Rapids Ride,Spinning Coaster,Merry Go Round
11,18,Merry Go Round,Free Fall,Kiddie Coaster
12,18,Circus Train,Go-Karts,Circus Train
13,17,Kiddie Coaster,Giant Wheel,Rapids Ride
11,16,Merry Go Round,Roller Coaster,Circus Train
13,18,Spinning Coaster,Flying Coaster,Roller Coaster
13,17,Go-Karts,Swing Ride,Circus Train
12,17,Flying Coaster,Drop Tower,Flying Coaster
14,18,Giant Wheel,Flying Coaster,Kiddie Coaster
10,17,Flying Coaster,Kiddie Coaster,Go-Karts
10,18,Flying Coaster,Zipline,Circus Train
10,18,Dizzy Dropper,Dizzy Dropper,Water Ride
13,17,Merry Go Round,Zipline,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Merry Go Round
12,17,Spinning Coaster,Flying Coaster,Flying Coaster
11,17,Oz Theatre,Flying Coaster,Spinning Coaster
13,17,Flying Coaster,Spinning Coaster,Go-Karts
11,17,Go-Karts,Merry Go Round,Circus Train
11,17,Giga Coaster,Flying Coaster,Dizzy Dropper
13,18,Spinning Coaster,Flying Coaster,Drop Tower
10,14,Spinning Coaster,Inverted Coaster,Bumper Cars
13,18,Merry Go Round,Dizzy Dropper,Flying Coaster
13,18,Giant Wheel,Flying Coaster,Merry Go Round
14,18,Free Fall,Himalaya Ride,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Flying Coaster
10,18,Flying Coaster,Flying Coaster,Spinning Coaster
14,18,Spiral Slide,Go-Karts,Bumper Cars
14,18,Flying Coaster,Water Ride,Merry Go Round
14,18,Merry Go Round,Water Ride,Zipline
10,14,Dizzy Dropper,Merry Go Round,Flying Coaster
13,18,Himalaya Ride,Inverted Coaster,Merry Go Round
11,18,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Crazy Dance,Flying Coaster,Spinning Coaster
14,18,Spinning Coaster,Flying Coaster,Merry Go Round
12,16,Inverted Coaster,Bungee Jump,Merry Go Round
10,15,Flying Coaster,Go-Karts,Merry Go Round
14,18,Rapids Ride,Go-Karts,Flying Coaster
10,14,Go-Karts,Merry Go Round,Inverted Coaster
13,18,Circus Train,Giant Wheel,Spinning Coaster
10,16,Roller Coaster,Inverted Coaster,Flying Coaster
14,18,Merry Go Round,Superman Ride,Flying Coaster
14,18,Flying Coaster,Bumper Cars,Rapids Ride
14,18,Bungee Jump,Go-Karts,Flying Coaster
13,18,Bumper Cars,Rapids Ride,Flying Coaster
12,16,Superman Ride,Spinning Coaster,Go-Karts
10,17,Merry Go Round,Superman Ride,Haunted House
11,17,Circus Train,Dizzy Dropper,Giant Wheel
12,17,Himalaya Ride,Kiddie Coaster,Giant Wheel
10,14,Merry Go Round,Merry Go Round,Bumper Cars
10,14,Rapids Ride,Merry Go Round,Giant Wheel
14,18,Spinning Coaster,Flying Coaster,Haunted House
14,18,Free Fall,Swing Ride,Free Fall
12,17,Merry Go Round,Merry Go Round,Go-Karts
12,16,Flying Coaster,Flying Coaster,Swing Ride
11,17,Go-Karts,Merry Go Round,Bungee Jump
11,17,Flying Coaster,Kiddie Coaster,Flying Coaster
13,18,Flying Coaster,Spinning Coaster,Flying Coaster
10,17,Merry Go Round,Flying Coaster,Kiddie Coaster
13,17,Free Fall,Flying Coaster,Bumper Cars
11,15,Circus Train,Flying Coaster,Giant Wheel
14,18,Spinning Coaster,Water Ride,Roller Coaster
14,18,Kiddie Coaster,Go-Karts,Go-Karts
12,18,Inverted Coaster,Flying Coaster,Spinning Coaster
13,18,Flying Coaster,Merry Go Round,Flying Coaster
11,18,Flying Coaster,Bumper Cars,Flying Coaster
12,18,Flying Coaster,Spinning Coaster,Giant Wheel
13,17,Merry Go Round,Go-Karts,Go-Karts
13,17,Merry Go Round,Flying Coaster,Drop Tower
12,17,Spinning Coaster,Go-Karts,Flying Coaster
14,18,Flying Coaster,Swing Ride,Go-Karts
11,16,Giga Coaster,Flying Coaster,Roller Coaster
10,15,Kiddie Coaster,Giant Wheel,Go-Karts
10,15,Giant Wheel,Merry Go Round,Go-Karts
11,16,Rapids Ride,Bungee Jump,Merry Go Round
10,17,Flying Coaster,Merry Go Round,Flying Coaster
14,18,Swing Ride,Flying Coaster,Flying Coaster
13,17,Drop Tower,Go-Karts,Circus Train
12,17,Merry Go Round,Zipline,Flying Coaster
14,18,Kiddie Coaster,Spinning Coaster,Spinning Coaster
12,18,Merry Go Round,Go-Karts,Circus Train
11,18,Merry Go Round,Flying Coaster,Superman Ride
10,16,Bungee Jump,Go-Karts,Flying Coaster
10,18,Merry Go Round,Spinning Coaster,Merry Go Round
12,16,Flying Coaster,Swing Ride,Spinning Coaster
11,17,Dizzy Dropper,Spinning Coaster,Go-Karts
13,18,Merry Go Round,Flying Coaster,Go-Karts
12,17,Merry Go Round,Roller Coaster,Merry Go Round
10,15,Flying Coaster,Giant Wheel,Flying Coaster
10,18,Giant Wheel,Merry Go Round,Rapids Ride
13,17,Flying Coaster,Merry Go Round,Go-Karts
14,18,Flying Coaster,Flying Coaster,Bungee Jump
10,18,Flying Coaster,Go-Karts,Flying Coaster
14,18,Rapids Ride,Flying Coaster,Flying Coaster
12,16,Bumper Cars,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Haunted House,Kiddie Coaster
10,16,Flying Coaster,Circus Train,Kiddie Coaster
12,16,Spinning Coaster,Zipline,Bungee Jump
14,18,Flying Coaster,Merry Go Round,Zipline
13,18,Haunted House,Flying Coaster,Drop Tower
14,18,Swing Ride,Bungee Jump,Bungee Jump
13,18,Roller Coaster,Flying Coaster,Dizzy Dropper
13,18,Merry Go Round,Rapids Ride,Giant Wheel
14,18,Oz Theatre,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Free Fall,Giant Wheel
11,17,Flying Coaster,Flying Coaster,Go-Karts
13,18,Rapids Ride,Haunted House,Bungee Jump
13,18,Spiral Slide,Go-Karts,Circus Train
11,15,Roller Coaster,Water Ride,Circus Train
14,18,Merry Go Round,Kiddie Coaster,Circus Train
10,17,Merry Go Round,Bumper Cars,Go-Karts
10,15,Go-Karts,Go-Karts,Bungee Jump
11,16,Merry Go Round,Inverted Coaster,Zipline
13,17,Oz Theatre,Giga Coaster,Merry Go Round
13,17,Flying Coaster,Flying Coaster,Inverted Coaster
13,18,Zipline,Flying Coaster,Bumper Cars
12,16,Flying Coaster,Merry Go Round,Spinning Coaster
11,18,Flying Coaster,Giant Wheel,Inverted Coaster
10,15,Zipline,Kiddie Coaster,Kiddie Coaster
12,17,Flying Coaster,Merry Go Round,Kiddie Coaster
11,15,Zipline,Kiddie Coaster,Superman Ride
14,18,Crazy Dance,Swing Ride,Giant Wheel
10,14,Superman Ride,Merry Go Round,Spinning Coaster
14,18,Bungee Jump,Merry Go Round,Kiddie Coaster
10,16,Go-Karts,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Go-Karts
13,17,Spinning Coaster,Flying Coaster,Zipline
13,18,Drop Tower,Superman Ride,Kiddie Coaster
10,14,Circus Train,Go-Karts,Spinning Coaster
13,18,Flying Coaster,Flying Coaster,Bumper Cars
11,15,Flying Coaster,Merry Go Round,Giga Coaster
11,15,Drop Tower,Circus Train,Go-Karts
14,18,Haunted House,Merry Go Round,Flying Coaster
11,16,Go-Karts,Bungee Jump,Flying Coaster
12,16,Flying Coaster,Rapids Ride,Flying Coaster
10,15,Go-Karts,Flying Coaster,Go-Karts
14,18,Dizzy Dropper,Merry Go Round,Merry Go Round
14,18,Merry Go Round,Flying Coaster,Drop Tower
14,18,Inverted Coaster,Merry Go Round,Bungee Jump
11,15,Merry Go Round,Flying Coaster,Rapids Ride
10,18,Spinning Coaster,Circus Train,Flying Coaster
12,18,Giant Wheel,Inverted Coaster,Spinning Coaster
13,18,Spinning Coaster,Merry Go Round,Bumper Cars
11,16,Rapids Ride,Spinning Coaster,Flying Coaster
14,18,Bungee Jump,Go-Karts,Giga Coaster
11,18,Merry Go Round,Dizzy Dropper,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Flying Coaster
11,17,Go-Karts,Flying Coaster,Swing Ride
10,14,Flying Coaster,Spinning Coaster,Haunted House
12,17,Giant Wheel,Flying Coaster,Rapids Ride
11,15,Flying Coaster,Flying Coaster,Crazy Dance
13,17,Inverted Coaster,Flying Coaster,Merry Go Round
11,18,Spiral Slide,Circus Train,Circus Train
12,17,Bumper Cars,Flying Coaster,Roller Coaster
